CODE_PCT,NOM_COMMERCIAL,PRIX_PUBLIC,TARIF_REFERENCE,CATEGORIE,DCI,AP
301712,MOVEN Gelule 15 MG BT 10,8.715,8.71,E,MELOXICAM,N
301713,MOVEN Gelule 7.5 MG BT 10,5.82,5.24,E,MELOXICAM,N
301711,COTAREG Comp Pell 160 MG/25MG  BT 90,152.14,96.75,E,VALSARTAN / HYDROCHLOROTHIAZIDE,N
301710,COTAREG Comp Pell 80 MG/12.5 MG BT 90,95.46,62.82,E,VALSARTAN / HYDROCHLOROTHIAZIDE,N
301709,TAREG Comp Pell 160 MG BT 90,142.995,78.66,E,VALSARTAN,N
301708,TAREG Comp Pell  80 MG  BT 90,92.705,51.39,E,VALSARTAN,N
301682,MIBRAL Comp Sec 10  MG BT 90,41.15,35.28,E,AMLODIPINE,N
301767,LATANOCOL  Collyre 0.005 % FL 2.5 ML,24.905,24.26,E,LATANOPROST,N
301766,MAALOX CONTROLE ( EX OPRAALOX)  Gelule 20 MG FL 28,30.81,25.172,E,OMEPRAZOLE,N
301773,NOVACLAV AD  Pdre P Sus  Or  1GR/125 MG BT 21,24.595,24.528,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301812,CLOPIDOGREL PFIZER Comp Pell 75 MG BT 30,37.535,29.34,E,CLOPIDOGREL,O
301813,RETABLISS Comp Pell 10  MG BT 30,29.675,25.38,E,ESCITALOPRAM,N
301892,PHLORO ( EX PHLOROGLUCINOL ZENTIVA)  Comp Orodispersible 80MG BT 10,3.495,2.46,I,PHLOROGLUCINOL,N
301893,PRAVASTATINE SANOFI (ex ZENTIVA)  20 MG Comp Sec BT 28,42.955,32.704,E,PRAVASTATINE,N
104692,XYZALL Comp Pell 5 MG BT 28,17.365,10.444,E,LEVOCETIRIZINE,N
504664,AZATHIOPRINE VIATRIS (EX MYLAN)  Comp Pell Sec 50 MG BT 100,35.806,35.806,V,AZATHIOPRINE,N
104621,RENNIE SANS SUCRE Comp à Croquer  BT 36,5.539,5.508,I,CALCIUM CARBONATE+MAGNESIUM CARBONATE,N
301972,STOPALGIC Comp Sec 500 MG BT 20,1.82,1,E,PARACETAMOL,N
301977,EDGAR Gelule 75 MG BT 60,70.6,53.82,V,PREGABALINE,O
104765,PDP-ISONIAZIDE Comp 100 MG BT 100,10.834,6.3,E,ISONIAZIDE,N
104727,MICARDIS PLUS Comp 80 MG/25MG BT 28,53.915,26.516,E,TELMISARTAN + HYDROCHLOROTHIAZIDE,N
104742,BERLTHYROX Comp Sec 100 µg BT 100,7.716,7.5,E,LEVOTHYROXINE,N
301981,SOLARID Comp Sec 200 MG  BT 30,36.58,32.88,E,AMISULPRIDE,O
301980,CABERLEX Comp 0.5 MG FL 8,75.305,61.88,E,Cabergoline,N
301979,VITAPRED 20 20mg Comp Orodipersible BT 10,5.89,2.54,E,PREDNISOLONE,N
302009,OLANZA 10 10mg Comp Pell Séc BT 90,310.24,171.72,E,OLANZAPINE,O
302008,OLANZA  5 Comp Pell Sec 5 MG BT 90,117.19,70.2,E,OLANZAPINE,O
301975,ALZOR 3 M Collyre  FL 5 ML,19.39,19.39,E,DORZOLAMIDE,N
301976,ZOLOL 3 M Collyre 100 MG/25MG  FL 5 ML,20.61,20.61,E,DORZOLAMIDE+TIMOLOL,N
302017,EDGAR Gelule 75 MG BT 30,38.09,26.91,V,PREGABALINE,O
301765,TARDYFERON Comp pell 80 MG BT 100,15.82,15.8,E,FER,N
104644,CO-OLMETEC Comp Pell 40 MG/12.5 MG BT 30,56.13,32.82,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
104643,CO-OLMETEC Comp Pell  40 MG/25MG BT 30,56.13,32.82,E,OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE,N
104684,ODRIK Gelule 0.5 MG BT 28,9.588,9.576,E,TRANDOLAPRIL,N
301907,GABINOR Gelule 300 MG BT 50,32.795,28.3,V,GABAPENTINE,O
301912,SERVAL Gelule 100 MG BT 30,39.61,37.08,E,SERTRALINE,N
301805,ATENOR Comp 100 MG BT 30,10.89,10.08,E,ATENOLOL,N
301901,ATENOR Comp 50 MG BT 30,6.515,5.01,E,ATENOLOL,N
301903,AZIX 600 40 MG/ML Pdre P Susp Or FL 15 ML,7.335,4.695,E,AZITHROMYCINE,N
301904,AZIX 900  40 MG/ML Pdre P Sus Or  FL 22.5 ML,10.665,7.043,E,AZITHROMYCINE,N
301905,HISTAM Comp Pell 5 MG BT 15,7.985,4.845,E,DESLORATADINE,N
301906,HISTAM Comp Pell 5 MG BT 30,11.75,9.69,E,DESLORATADINE,N
301899,CABERLEX Comp 0.5 MG  FL 2,25.315,15.47,E,Cabergoline,N
301900,RIFIXINE Comp Pell 200 MG BT 12,11.425,9.96,I,RIFAXIMINA,N
301898,VITAPRED Coimp Orodis 20 MG FL 20,10.38,5.08,E,PREDNISOLONE,N
301897,VITAPRED Comp Orodis 5 MG FL 30,8.03,6.33,E,PREDNISOLONE,N
301908,NEBILUS Comp Sec 5  MG BT 30,19.615,15.18,E,NEBIVOLOL,N
302048,FLINZOL 150mg Gél. Bt 12 (ex FUNZOL Gelule 150  MG BT 12),48.185,48.18,E,FLUCONAZOLE,N
302081,ALLERGY-STOP Comp Pell BT 30,11.765,11.19,E,LEVOCETIRIZINE,N
302004,TAVASTOR  Comp Pell Sec 20 mg FL 30,22,19.32,E,ATORVASTATINE,N
302006,TAVASTOR Comp Pell Sec 40 MG FL  30,28.74,22.56,E,ATORVASTATINE,N
302007,TAVASTOR Comp Pell 80 MG FL 30,39.61,25.08,E,ATORVASTATINE,N
302084,PRERICA Gelule 150 MG BT 32,35.24,30.4,V,PREGABALINE,O
104813,BRICANYL LP Comp LP 5 MG FL 60,15.597,10.02,E,TERBUTALINE,N
302087,CO-IRBESAR Comp 150MG/12.5MG BT 30,23.95,20.07,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
104374,VITABACT  Collyre 0.05 %  FL 10 ML,4.349,4.34,I,PICLOXYDINE,N
301862,APROVASC Comp Pell  150 MG/5MG BT 30,50.715,31.23,E,IRBESARTAN +AMLODIPINE,N
301864,APROVASC Comp Pell 300 MG/10 MG BT 30,64.64,39.72,E,IRBESARTAN +AMLODIPINE,N
301863,APROVASC Comp Pell 300 MG/5MG BT 30,62.825,39.63,E,IRBESARTAN +AMLODIPINE,N
301997,STOPALGIC Sol Inj P Per 10 MG/ML  BT 1 FL /100 ML,4.565,4.145,E,PARACETAMOL,N
301896,PARAMED Sol Inj P Per 10 MG/ML BT 6 Poches multicouches  /100 ML,24.87,24.87,E,PARACETAMOL,N
301807,PARAMED Sol Inj P Perf 10 MG/ML BT 6 Poches PVC /100ML,24.87,24.87,E,PARACETAMOL,N
301808,PARAMED Sol Inj P Perf 10 MG/ML BT 6 Poches PVC  /50 ML,12.11,12.108,E,PARACETAMOL,N
302049,OROPERIDYS Comp Orodisp 10 MG BT 15,3.955,1.935,I,DOMPERIDONE,N
302088,CO-IRBESAR Comp 300MG/12.5MG BT 30,33.25,24.24,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
302089,CO-IRBESAR Comp 300 MG/25 MG BT 30,34.58,24.24,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
302085,IRBESAR Comp Sec 150 MG BT 30,21.275,16.23,E,IRBESARTAN,N
302086,IRBESAR Comp  300 MG BT 30,33.55,24.24,E,IRBESARTAN,N
302052,ANASPASM-ORO Comp Orodis 80 MG BT 20,5.86,4.92,I,PHLOROGLUCINOL,N
302094,DEPAKINE CHRONO Comp Pell Sec LP 500 MG FL 30,18.675,18.66,V,ACIDE VALPROIQUE,N
302112,CO-ZARTAN Comp Pell Sec 50 MG/12.5 MG BT 30,30.445,20.55,E,LOSARTAN+HYDROCHLOROTHIAZIDE,N
302111,ZARTAN FORT Comp Pell Sec 100 MG BT 30,33,23.07,E,LOSARTAN,N
302113,GLYCARBOSE Comp 50 MG BT 90,20.265,18.99,E,ACARBOSE,N
302103,DIARIX Comp Pell 200 MG BT 12,13.565,9.96,I,RIFAXIMINA,N
301722,CALPLUS Comp à Sucer 500 MG BT 30,4.985,4.47,E,CALCIUM,N
301723,RISPERIDONE TERIAK Sol Buv 1MG/ML FL 60 ML,53.66,41.16,E,RISPERIDONE,O
104633,ZALERG Collyre 0.25MG/ML FL 5 ML,13.187,13.185,E,KETOTIFENE,N
301843,ESOCARE Gelu Gastro-Resis  20 MG FL  14,10.725,8.568,E,ESOMEPRAZOLE,N
301842,ESOCARE Gélu Gastro-Résis  20 MG  FL 7,7.83,4.284,E,ESOMEPRAZOLE,N
301844,ESOCARE Gélu Gastro-Résis 40 MG FL 14,22,10.22,E,ESOMEPRAZOLE,N
301885,ACTAFON Comp Orodisper 80 MG BT 20,5.48,4.92,I,PHLOROGLUCINOL,N
301884,FLUKAS Gelule 150 MG BT12,50.715,48.18,E,FLUCONAZOLE,N
301887,APROZAR Comp Pell  150 MG BT 90,64.765,48.69,E,IRBESARTAN,N
301888,APROZAR  Comp Pell 300 MG BT 90,91.005,72.72,E,IRBESARTAN,N
301889,COAPROZAR Comp Pell 150 MG/12.5MG BT 90,70.82,60.21,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301890,COAPROZAR Comp Pell 300 MG/12.5MG BT 90,98.88,72.72,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301891,COAPROZAR Comp Pell 300 MG/25MG BT 90,98.88,72.72,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301886,XYLIX Comp Pell 5 MG BT30,13.63,11.19,E,LEVOCETIRIZINE,N
301883,UNIGENTA Sol INJ 160 MG BT /2ML,3.88,3.13,E,GENTAMICINE,N
104652,ZITHROMAX Pdre Susp Or  1500 MG/37.5 ML FL 37.5 ML,24.75,11.738,E,AZITHROMYCINE,N
104680,ODRIK Gelule 2 MG BT 28,19.586,19.572,E,TRANDOLAPRIL,N
301894,ADYBREX Gelule 200 MG BT 10,8.44,6.34,I,CELECOXIB,N
301895,NOVASFON Comp Orodispersibe 80 MG BT 20,6.57,4.92,I,PHLOROGLUCINOL,N
301939,MEDICLAV Pdre P Sus Orale  100 MG/12.5MG FL 30 ML,6.4,4.38,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301940,MEDICLAV Pdre P  Susp  Orale   100 MG/12.5 MG FL 60 ML,8.79,8.76,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301943,MEDICLAV Comp Pell 500  MG/62.5 MG   FL 12,9.03,7.32,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
104360,EBEFEN Comp 20 MG BT 30,24.878,19.98,V,TAMOXIFENE,N
301733,LEVODIS Comp Pell Sec  500 MG  BT 5,18.615,14.52,E,LEVOFLOXACINE,N
301731,AMOCLAN  Pdre P Sus Or 1 GR/125MG BT 24 Sachets,28.3,28.032,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301732,AMOCLAN  Pdre P Sup Or  500MG/62.5 MG  BT 24 Sachets,16.055,14.088,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
301726,AFUSIDIC   Comp Pell 250 mg  ( EX AFUSIDIQUE) Bt 20,35.67,31.86,E,ACIDE FUSIDIQUE,N
301734,XYLIX Comp Pell  5 MG BT 15,7.815,5.595,E,LEVOCETIRIZINE,N
301752,INIBREX Gelule 200 MG BT 30,21.89,19.02,I,CELECOXIB,N
301782,EFFERALGAN Comp Efferv 1 GR BT 1 TB/8,3.885,2.408,E,PARACETAMOL,N
301789,AMYTRIL Comp Pell 10 MG BT 40,3.2,2.16,E,AMITRIPTYLINE,N
301788,AMYTRIL Comp Pell 25 MG BT 40,4.285,2.68,E,AMITRIPTYLINE,N
301783,APROVEL Comp Pell 150 MG BT 90,107.77,48.69,E,IRBESARTAN,N
301784,APROVEL Comp Pell 300  MG BT 90,145.65,72.72,E,IRBESARTAN,N
301785,COAPROVEL Comp Pell 150 MG/12.5 MG BT 90,120.045,60.21,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301786,COAPROVEL Comp Pell 300 MG/12.5MG BT 90,162.075,72.72,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301852,STATINOR Comp Pell 40 MG BT 30,32.76,22.56,E,ATORVASTATINE,N
301848,ESOCARE Gelule Gastro-Resis 20 MG FL 28,24.325,17.136,E,ESOMEPRAZOLE,N
301849,FENOLIP Gelule 200 MG BT 30,11.95,8.37,E,FENOFIBRATE,N
301853,ARADEUX Comp Pell 150 MG BT 30,25.895,16.23,E,IRBESARTAN,N
301854,ARADEUX Comp Pell 300 MG BT 30,33.15,24.24,E,IRBESARTAN,N
301856,CO-ARADEUX  Comp Pell 300 MG/12.5MG BT 30,33.15,24.24,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301855,CO-ARADEUX  Comp Pell 150 MG/12.5 MG BT 30,25.895,20.07,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301857,CO-ARADEUX Comp Pell 300 MG/25 MG BT 30,33.155,24.24,E,IRBESARTAN+HYDROCHLOROTHIAZIDE,N
301858,LEVOFOR Comp Pell Sec 500  MG BT 10,30.21,29.04,E,LEVOFLOXACINE,N
301859,LEVOFOR Comp Pell Sec 500 MG BT 5,16.735,14.52,E,LEVOFLOXACINE,N
301861,POLAR Comp Pell 10 MG BT 30,65.24,57.24,E,OLANZAPINE,O
301860,POLAR Comp Pell 5 MG BT 30,25.24,23.4,E,OLANZAPINE,O
301918,ACTIP P  Gelule Gastro -resis 20 MG BT 16,10.74,9.792,E,ESOMEPRAZOLE,N
301832,PAMISCAN Sol Inj 300 MG/ML  FL 100 ML,59.17,59.1,E,IOPAMIDOL,N
301771,PAMISCAN Sol Inj 300 MG/ML  FL 50 ML,30.49,29.55,E,IOPAMIDOL,N
301831,PAMISCAN Sol Inj  370 MG/ML FL 100 ML,65.905,65.9,E,IOPAMIDOL,N
301772,PAMISCAN     Sol Inj   370 MG/ML FL 50 ML,33.07,32.95,E,IOPAMIDOL,N
301915,ESOCARE Gelule Gstro -resis 40 MG FL 7,10.84,5.11,E,ESOMEPRAZOLE,N
301914,BI-ALGIC Gelule 37.5 MG/325 MG BT 20,4.495,4.48,E,TRAMADOL + PARACETAMOL,N
301913,CELOXX  Gelule 200 MG BT 30,19.74,19.02,I,CELECOXIB,N
301830,IPROVENT Ad Sol P Inh   0.500 MG /2ML BT 10 Unidoses,14.89,14.89,E,BROMURE D'IPRATROPIUM,N
301829,IPROVENT Enf Sol P Inh  0.250 MG/2ML BT 10 Unidoses,10.51,10.51,E,BROMURE D'IPRATROPIUM,N
301916,UNICROM 3 M Collyre 2 % FL 5 ML,6.29,4.19,E,CROMOGLYCATE DE SODIUM,N
301917,UNICROM 3 M Collyre  4 % FL 5 ML,7.18,5.45,E,CROMOGLYCATE DE SODIUM,N
104734,NEOBRUFEN Comp Pell 400 MG BT 30,9.02,7.5,E,IBUPROFEN,N
104720,DEROXAT Comp Pell Sec 20 MG BT 50,70.93,33.4,E,PAROXETINE,N
301938,OFLOCOL  3 M Collyre 0.3% FL 5 ML,6.25,4.38,E,OFLOXACINE,N
104715,UROREC Gelule 4 MG  BT 30,34.175,22.23,E,SILODOSINE,N
104716,UROREC Gelule 8 MG BT 30,34.175,22.23,E,SILODOSINE,N
302223,NOVADOL Comp 500 MG BT 16,2.03,0.8,E,PARACETAMOL,N
302226,PERISPASM 80mg Comp Orodisp BT 10,5.965,2.46,I,PHLOROGLUCINOL,N
104859,THYROZOL Comp Pell 5 MG BT 30,5.834,4.83,E,THIAMAZOLE,N
302379,CIPROFLEX 500 Comp Pell  500 MG BT 14,11.47,9.156,E,CIPROFLOXACINE,N
302378,TRIMAX 500 Comp Pell  Sec 500 MG BT 3,11.63,7.929,E,AZITHROMYCINE,N
302380,KETALGIC 50 Gel 50 MG FL 24,3.54,3.528,E,KETOPROFENE,N
302377,VITAPRED 20  Comp Orodisp 20 MG BT 18,8.53,4.572,E,PREDNISOLONE,N
104992,ZANEXTRA Comp Pell 20 MG /20 MG Bt 30,51.03,51.03,E,ENALAPRIL +LERCANIDIPINE,N
104957,FOSTER  Pdre P Inh Bucc 100/6µg/dose  Fl 120 doses,86.25,86.16,E,FORMOTEROL + BECLOMETASONE,N
302381,DOLICASAIPH 150 mg Gelule BT 60 (EX DOLICA Gelule 150 MG BT 60),85.395,57,V,PREGABALINE,O
302382,DOLICASAIPH 75 mg Gelule BT 15 (EX DOLICA Gelule 75 MG BT 15),18.285,13.455,V,PREGABALINE,O
302383,HUMOXAT Comp Pell Sec 20 MG BT 60,40.13,40.08,E,PAROXETINE,N
302384,NETRAL Comp Pell Sec 100 MG BT 30,37.085,37.08,E,SERTRALINE,N
302388,GLUFIX Comp 100 MG BT 90,30.235,26.91,E,ACARBOSE,N
302387,GLUFIX Comp 50 MG BT 90,21.46,18.99,E,ACARBOSE,N
302385,MEFOR Comp Pell 1 GR BT 60,7.805,6.06,E,METFORMINE,N
302386,MEFOR Comp Pell  850 MG BT 60,6.66,5.22,E,METFORMINE,N
104976,ULTIBRO BREEZHALER  Pdr PInh Bucc  85 µg/43 µg BT 30 Gelule + Inh,139.805,139.8,E,GLYCOPYRRONIUM BROMIDE + INDACATEROL,N
104925,DAIVOBET 50µg/0.5mg/gr Gel Derm FL 30 gr,97.335,29.16,E,CALCIPOTRIOL + BETAMETHASONE,O
302463,ATOR Comp Pell 10 MG BT 30,17.98,14.67,E,ATORVASTATINE,N
302464,ATOR Comp Pell 10 MG BT 90,45.665,44.01,E,ATORVASTATINE,N
302459,ATOR Comp Pell 20 MG BT 30,22,19.32,E,ATORVASTATINE,N
302460,ATOR Comp Pell 20 MG BT 90,59.795,57.96,E,ATORVASTATINE,N
302465,ATOR Comp Pell 40 MG BT 30,35.24,22.56,E,ATORVASTATINE,N
302467,ATOR Comp Pell 40 MG BT 90,81.24,67.68,E,ATORVASTATINE,N
302461,ATOR Comp Pell 80 MG BT 30,45.24,25.08,E,ATORVASTATINE,N
302441,EOLIDE EASY FLOW Pdre P Inhal Bucc 200µg BT 60 Gel+Inh,14.48,13.5,E,BUDESONIDE,N
302449,PENTOP Gel Gastro resist 20 MG BT 16,10.535,9.232,E,PANTOPRAZOLE,N
302468,PENTOP Gel  40 MG BT 16,17.88,16,E,PANTOPRAZOLE,N
302454,BISOPRAL Comp Pell Sec 10 MG BT 30,10.535,8.22,E,BISOPROLOL,N
302452,BISOPRAL Comp Pell Sec 2.5 MG BT 30,7.49,5.4,E,BISOPROLOL,N
302453,BISOPRAL Comp Pell Sec 5 MG BT 30,8.6,6.42,E,BISOPROLOL,N
302457,MONO-ETIKEN Comp Sec 16 MG BT 30,30.21,21.63,E,CANDESARTAN CILEXETIL,N
302458,MONO-ETIKEN Comp Sec 32 MG BT 30,40.535,40.53,E,CANDESARTAN CILEXETIL,N
302455,MONO-ETIKEN Comp Sec 4 MG BT 30,18.81,17.91,E,CANDESARTAN CILEXETIL,N
302456,MONO-ETIKEN Comp Sec 8 MG BT 30,20.885,20.01,E,CANDESARTAN CILEXETIL,N
302451,TENSIOVALS 160 Comp Pell 160 MG BT 30,31.245,26.22,E,VALSARTAN,N
302206,TAHOR Comp Pell  20 MG Bt 91,94.12,58.604,E,ATORVASTATINE,N
302214,ESOCARE Gelu Gastro-Resis   20 MG Fl 30,24.325,18.36,E,ESOMEPRAZOLE,N
302222,LATANOCOL Collyre 0.005 % BT 30 ophtadoses,29.9,24.26,E,LATANOPROST,N
104852,MICROLUTON Comp Pell  30 µG BT 3/35,7.096,5.145,E,LEVONORGESTREL,N
104798,LATANOPROST Collyre 0.005 %  FL 2.5 ML,35.545,24.26,E,LATANOPROST,N
302256,CETAMOL Comp  Sec 1 GR BT 8,2.995,2.336,E,PARACETAMOL,N
302255,CETAMOL Comp Sec 500 MG BT 16,1.515,0.8,E,PARACETAMOL,N
302254,NOVACLAV Enf Pdre P Susp Or 500 MG/62.5 MG  BT 21 Sachets -doses,12.35,12.327,E,AMOXICILLINE+ACIDE CLAVULANIQUE,N
302273,TAREG Comp pell 80 MG BT 30,38.955,17.13,E,VALSARTAN,N
302282,TAREG 160 Comp Pell 160 MG BT 30,59.755,26.22,E,VALSARTAN,N
302327,ANTIVIR Comp 200MG BT 30,30.81,30.81,E,ACICLOVIR,N
302450,TENSIOVALS 80 Comp Pell 80 MG BT 30,20.885,17.13,E,VALSARTAN,N
104996,DOSTINEX 0.5 mg Comp Sec FL 8,106.165,61.88,E,Cabergoline,N
302473,AVOXINE 500 Comp Pell Sec 500 MG FL 10,30.21,29.04,E,LEVOFLOXACINE,N
302472,AVOXINE 500 Comp Pell Sec 500 MG FL 5,15.315,14.52,E,LEVOFLOXACINE,N
302471,FYLCOL 150 MG GEL. FL/4 (EX FLUCOL Gel 150 MG FL 4),16.635,16.06,E,FLUCONAZOLE,N
302478,LAPTOR Comp Pell 10 MG BT 30,15.785,14.67,E,ATORVASTATINE,N
302479,LAPTOR Comp Pell Sec 20 MG BT 30,20.6,19.32,E,ATORVASTATINE,N
302480,LAPTOR Comp Pell Sec 40 MG BT 30,28.72,22.56,E,ATORVASTATINE,N
302474,PANTOPRAL Comp Gastro resistant 20 MG FL 10,7.59,5.77,E,PANTOPRAZOLE,N
302475,PANTOPRAL Comp Gastro resistant 20 MG FL 20,11.545,11.54,E,PANTOPRAZOLE,N
302476,PANTOPRAL Comp Gastro resistant 20 MG FL 30,17.34,17.31,E,PANTOPRAZOLE,N
302477,PANTOPRAL Comp Gastro resistant 40 MG FL 28,28.015,28,E,PANTOPRAZOLE,N
104958,BRONCHODUAL     Sol P Inh  50µG/20 µG Inhl  Fl 200  doses,18.732,18.6,E,FENOTEROL+IPRATROPIUM BROMURE,N
105101,MONOPROST Collyre 50 µG/ML BT 30 Récipient Unidoses,44.375,24.26,E,LATANOPROST,N
302485,ACNETA 10 Gelule 10 MG BT 10,6.755,6.02,I,ISOTRETINOINE,N
302486,ACNETA  20 Gelule 20 MG BT 10,10.65,10.65,I,ISOTRETINOINE,N
302483,ACNETA 5 Gelule 5MG BT 10,4.72,3.95,I,ISOTRETINOINE,N
302482,NEBILUS Comp Quadrisecable 5 MG BT 90,48.785,45.54,E,NEBIVOLOL,N
302481,ZOLOLCollyre 20 MG/5MG/ML BT 30 récipients Ophta,22,20.61,E,DORZOLAMIDE+TIMOLOL,N
302491,ZARTEG Comp Pell  160 MG BT 30,32.845,26.22,E,VALSARTAN,N
302492,ZARTEG Comp Pell  160 MG BT 90,78.735,78.66,E,VALSARTAN,N
302489,ZARTEG Comp Pell Sec  80 MG BT 30,22.075,17.13,E,VALSARTAN,N
302490,ZARTEG Comp Pell Sec  80 MG BT 90,51.44,51.39,E,VALSARTAN,N
302102,PREGAB Gelule 150 MG BT 30,50.21,28.5,V,PREGABALINE,O
302097,CO-LOSAR FORT Comp Pell Sec 100 MG/25MG BT 30,30.975,23.76,E,LOSARTAN+HYDROCHLOROTHIAZIDE,N
302098,CO-LOSAR PLUS Comp Pell Sec 100 MG/12.5 MG BT 30,29.29,24.66,E,LOSARTAN+HYDROCHLOROTHIAZIDE,N
302096,LOSAR FORT  Comp Pell Sec 100 MG BT 30,29.755,23.07,E,LOSARTAN,N
302110,Z ZOLE Susp Buv 4 % BT 2 Sachets /5 ML,4.655,4.1,E,ALBENDAZOLE,N
302106,BIVAL Comp Pell 160 MG/25 MG BT 30,33.115,32.25,E,VALSARTAN / HYDROCHLOROTHIAZIDE,N
302104,BIVAL Comp Pell  80 MG/12.5 MG BT 30,22.07,20.94,E,VALSARTAN / HYDROCHLOROTHIAZIDE,N
302109,VAL Comp Pell 160 MG BT 30,31.94,26.22,E,VALSARTAN,N
302108,VAL Comp Pell 80 MG  BT 30,21.375,17.13,E,VALSARTAN,N
302099,SPACINOL Comp  Orodisp 80 MG BT 10,3.23,2.46,I,PHLOROGLUCINOL,N
104695,BISOTENS Comp Pell 5 MG BT 30,7.507,6.42,E,BISOPROLOL,N
104837,ROCGEL Susp Buv 1.2 GR BT  24 Sachets,12.775,10.632,I,ALUMINIUM OXYDE,N
302241,CLOPIDOGREL PFIZER Comp Pell 75 MG BT 90,103.205,88.02,E,CLOPIDOGREL,O
302238,TIORTEC Enfant Pdre P Sol Or  30 MG BT 30,13.63,12.03,I,RACECADOTRIL,N
302240,TOBRACORT 3 M Collyre FL 5 ML,4.39,4.39,E,DEXAMETHASONE+TOBRAMYCINE,N
104839,FRAXIPARINE 2850 UI AXA Sol Inj Bt 2 Ser / 0.3ml,11.89,11.89,E,NADROPARINE CALCIQUE,N
104840,FRAXIPARINE 5700 UI AXA Sol Inj Bt 2 Ser / 0.6ml,22.852,22.852,E,NADROPARINE CALCIQUE,N
104841,FRAXIPARINE 7600 UI AXa Sol Inj Bt 2 Ser /0.8ml,27.059,27.058,E,NADROPARINE CALCIQUE,N
302248,FLUDEX LP Comp LP 1.5 MG BT 30,10.155,5.4,E,INDAPAMIDE,N
302310,BETASALIC Pde Derm 0.05% Tb 15 gr,3.315,2.595,E,BETAMETHASONE+ACIDE SALICYLIQUE,N
302347,EVOCOR 10mg Comp Pell BT 30,11.84,8.22,E,BISOPROLOL,N
302345,EVOCOR 2.5 2.5mg Comp Pell BT 30,6.98,5.4,E,BISOPROLOL,N
302346,EVOCOR 5 5mg Comp Pell BT 30,7.9,6.42,E,BISOPROLOL,N
302344,MESONE Spray Nasal 50 µcg/dose FL 120 doses,19.55,12.96,E,MOMETASONE,N
302339,SPACINOL Comp Orodisprs 80 MG BT 20,7.175,4.92,I,PHLOROGLUCINOL,N
302343,CYVALTEX 500 Comp Pell 500 MG FL 42,100.14,93.366,E,VALACICLOVIR,N
302341,FLUVASTA Gel 40MG FL 30,24.895,24.87,E,FLUVASTATINE,N
302351,CORAPRIL Comp Sec 5MG/25MG BT 90,59.865,59.85,E,RAMIPRIL+HYDROCHLOROTHIZIDE,N
302350,RAPRIL Comp Sec 10MG BT 90,74.435,74.43,E,RAMIPRIL,N
302349,RAPRIL Comp Sec 5MG BT 90,53.805,53.73,E,RAMIPRIL,N
302352,RUGDAL Gel Gastro-résistante 40 MG FL 8,10.76,5.84,E,ESOMEPRAZOLE,N
302413,ALGIBREX Gel 200 MG BT 30,19.74,19.02,I,CELECOXIB,N
302420,CARDIADIL 200 Gel LP 200 MG BT 30,15.7,15.69,E,DILTIAZEM,N
302421,CARDIADIL 300 Gel LP 300 MG BT 30,17.565,17.55,E,DILTIAZEM,N
302426,ENOMERAL 20 Gel 20 MG FL 14,10.345,8.568,E,ESOMEPRAZOLE,N
302425,ENOMERAL 20 Gel Gastro resistrante 20 MG FL 7,6.54,4.284,E,ESOMEPRAZOLE,N
302427,ENOMERAL 20 Gel Gastro resistrante 20 MG FL 28,20.41,17.136,E,ESOMEPRAZOLE,N
104772,BELARA Comp Pell 30 µG/2 MG Bt 21,11.545,11.529,E,CHLORMADINONE ACETATE + ETHINYLESTRADIOL,N
302122,CO-LOSAR FORT Comp Pell Sec 100 MG/25 MG BT 90,75.035,71.28,E,LOSARTAN+HYDROCHLOROTHIAZIDE,N
302123,CO-LOSAR PLUS Comp Pell Sec 100 MG/12.5 MG  BT 90,74.03,73.98,E,LOSARTAN+HYDROCHLOROTHIAZIDE,N
302124,LOSAR FORT Comp Pell Sec 100 MG BT 90,73.85,69.21,E,LOSARTAN,N
302116,PSORIASONE  Pde Derm  50  mcg/0.5mg  TBE 60 GR,84.125,57.12,E,CALCIPOTRIOL + BETAMETHASONE,O
302120,CLARIMAX Comp Pell 250 MG BT 14,14,13.286,E,CLARITHROMYCINE,N
104696,BISOTENS Comp Pell 10 MG BT 30,8.236,8.22,E,BISOPROLOL,N
302118,ALPHACOL FREE Collyre 0.2 % FL 5 ML,17.755,15.785,E,BRIMONIDINE,N
